stmt_id,date,amount,reference_number,narration,type
S00105,2026-07-21,13230.27,pay_0Z1FGkUYf8v0v0,RAZORPAY SETTLEMENT/pay_0Z1FGkUYf8v0v0/GOURGROUP,CREDIT
S00110,2026-07-21,14602.42,pay_fh6PbnFn,UPI/pay_fh6PbnFn/DAR-ANNE/PAYMENT,CREDIT
S00111,2026-07-21,14603.92,pay_fh6PbnFn,UPI/pay_fh6PbnFn/DAR-ANNE/PAYMENT,CREDIT
S00187,2026-07-21,25754.44,pay_TLjpPqkJHVP3K6,"UPI/pay_TLjpPqkJHVP3K6/BHALLA,CHOUDHURYAN/PAYMENT",CREDIT
S00218,2026-07-21,5590.48,pay_SJtQDve1UgMSAs,IMPS/pay_SJtQDve1UgMSAs/KHURANA-DHAR,CREDIT
S00279,2026-07-21,4881.97,pay_bIykvRr39DvNzN,NEFT-HDFC-pay_bIykvRr39DvNzN-MANNELLC,CREDIT
S00288,2026-07-21,6070.12,pay_7O8fr4IXp2j1L7,"UPI/pay_7O8fr4IXp2j1L7/NAYAK,RAOANDPILLAI/PAYMENT",CREDIT
S00297,2026-07-21,3716.61,pay_c44yECm2D1kKxH,IMPS/pay_c44yECm2D1kKxH/LAD-BASAK,CREDIT
S00320,2026-07-21,5024.06,pay_Qh0sEMJHr8lHaG,"UPI/pay_Qh0sEMJHr8lHaG/KUNDA,BALANDSEKHON/PAYMENT",CREDIT
S00382,2026-07-21,1321.62,pay_nZ3ABNkHNrT3N6,MERCHANT CR pay_nZ3ABNkHNrT3N6 RAMLTD NETBANKING,CREDIT
S00010,2026-07-22,20087.34,pay_Xng0rAlGGAACRH,IMPS/pay_Xng0rAlGGAACRH/KHANNALTD,CREDIT
S00037,2026-07-22,9380.99,pay_IkDd6M2Tct89Z9,IMPS/pay_IkDd6M2Tct89Z9/WALIPLC,CREDIT
S00043,2026-07-22,6494.25,pay_VWKYAA7PPcZg96,NEFT-AXIS-pay_VWKYAA7PPcZg96-SHARMAGROUP,CREDIT
S00045,2026-07-22,1336.79,pay_5hxbDZM7cP4JN6,MERCHANT CR pay_5hxbDZM7cP4JN6 PANDEYINC NETBANKING,CREDIT
S00074,2026-07-22,33744.86,,MERCHANT CR pay_o7TEK5gIG7OfGb WADHWA-BHANDARI UPI,CREDIT
S00077,2026-07-22,8919.12,pay_yjyL72sAGNPJdJ,RAZORPAY SETTLEMENT/pay_yjyL72sAGNPJdJ/IYER-MORAR,CREDIT
S00096,2026-07-22,1665.15,pay_N9Jdjz7v0mDB7F,"RAZORPAY SETTLEMENT/pay_N9Jdjz7v0mDB7F/YADAV,BARADANDKEER",CREDIT
S00117,2026-07-22,1266.37,pay_2w83lD2rsEbXJw,IMPS/pay_2w83lD2rsEbXJw/SUBRAMANIAN-SURI,CREDIT
S00214,2026-07-22,32036.51,pay_27s85GRDo4s5u0,"MERCHANT CR pay_27s85GRDo4s5u0 SOLANKI,KUNDAANDMA NETBANKING",CREDIT
S00225,2026-07-22,2453.84,pay_Q8rgT25xVwGy7q,RAZORPAY SETTLEMENT/pay_Q8rgT25xVwGy7q/AMBLEINC,CREDIT
S00419,2026-07-22,10187.45,pay_OpiANnp22PiU6L,IMPS/pay_OpiANnp22PiU6L/MOHAN-CHACKO,CREDIT
S00012,2026-07-23,24859.63,pay_hViOICSonuGGBJ,IMPS/pay_hViOICSonuGGBJ/NAYAR-AGRAWAL,CREDIT
S00015,2026-07-23,4031.14,pay_6u15mG6SCC7USq,RAZORPAY SETTLEMENT/pay_6u15mG6SCC7USq/PADMANABHANPLC,CREDIT
S00017,2026-07-23,3368.64,pay_vbZ8q1WsnRo1E0,UPI/pay_vbZ8q1WsnRo1E0/SRIDHARLLC/PAYMENT,CREDIT
S00071,2026-07-23,4448.9,pay_z9qqyRa3KkMou1,MERCHANT CR pay_z9qqyRa3KkMou1 AHLUWALIALLC WALLET,CREDIT
S00106,2026-07-23,3873.76,pay_g8VVhCe9eqQems,IMPS/pay_g8VVhCe9eqQems/GERA-NARASIMHAN,CREDIT
S00109,2026-07-23,249.64,pay_LhYMhnoXg4Vapg,"MERCHANT CR pay_LhYMhnoXg4Vapg ATWAL,SENANDCHADA NETBANKING",CREDIT
S00112,2026-07-23,10317.5,pay_tlbRIYEZ1q1efe,"MERCHANT CR pay_tlbRIYEZ1q1efe PAL,SAMPATHANDPALL NETBANKING",CREDIT
S00174,2026-07-23,1261.29,pay_5XVx8JTd5EGDkn,NEFT-ICIC-pay_5XVx8JTd5EGDkn-CHAUDHRY-CHAWLA,CREDIT
S00316,2026-07-23,10599.61,pay_1B6D5q7b4DiLd1,NEFT-YESB-pay_1B6D5q7b4DiLd1-ZACHARIAH-SANE,CREDIT
S00370,2026-07-23,57847.97,setl_Ik9vBFtrBAnzoM,"RAZORPAY SETTLEMENT setl_Ik9vBFtrBAnzoM BATCH OF 4 BALAN,SANIANDK",CREDIT
S00403,2026-07-23,1349.71,pay_1EblbwAaWpGwOc,IMPS/pay_1EblbwAaWpGwOc/DASHLLC,CREDIT
S00006,2026-07-24,7789.92,pay_UsgFReOgaDsGJn,RAZORPAY SETTLEMENT/pay_UsgFReOgaDsGJn/DUGALPLC,CREDIT
S00036,2026-07-24,1102.61,pay_uiqB872wcLsTse,UPI/pay_uiqB872wcLsTse/PRAKASH-MINHAS/PAYMENT,CREDIT
S00063,2026-07-24,6641.28,pay_QJDqIvawz6yR9Z,IMPS/pay_QJDqIvawz6yR9Z/TAK-CHAWLA,CREDIT
S00094,2026-07-24,1984.16,pay_BWdnpbrIFoO1xO,"UPI/pay_BWdnpbrIFoO1xO/MANI,AHLUWALIAANDB/PAYMENT",CREDIT
S00129,2026-07-24,3184.15,pay_EwX0j8rNto81hr,"UPI/pay_EwX0j8rNto81hr/LAD,BALANANDMUNI/PAYMENT",CREDIT
S00241,2026-07-24,2097.76,pay_evXEJZ1aTghkzi,UPI/pay_evXEJZ1aTghkzi/NARULA-MANDER/PAYMENT,CREDIT
S00352,2026-07-24,515.81,pay_AdIoag8Qh9c8UC,"MERCHANT CR pay_AdIoag8Qh9c8UC CHAR,BASAKANDNAGI CARD",CREDIT
S00363,2026-07-24,65547.2,setl_USTQHqPMmqL4sX,RAZORPAY SETTLEMENT setl_USTQHqPMmqL4sX BATCH OF 2 DHINGRA-MISTRY,CREDIT
S00051,2026-07-25,18546.8,,RAZORPAY SETTLEMENT/pay_aOZSFrKf2JP7vf/YOHANNANPLC,CREDIT
S00064,2026-07-25,5883.88,pay_mCfGvLBU3JX6g9,UPI/pay_mCfGvLBU3JX6g9/VASA-KHARE/PAYMENT,CREDIT
S00083,2026-07-25,8785.61,pay_a3DVVis81BmiKV,UPI/pay_a3DVVis81BmiKV/KRISHNALLC/PAYMENT,CREDIT
S00150,2026-07-25,4819.67,pay_EUrRMBWTDPtcE2,RAZORPAY SETTLEMENT/pay_EUrRMBWTDPtcE2/KHARE-JOHAL,CREDIT
S00201,2026-07-25,13750.14,pay_46B0vcWtVcVOK6,"MERCHANT CR pay_46B0vcWtVcVOK6 SHAH,WASONANDBIR CARD",CREDIT
S00206,2026-07-25,2246.76,pay_Pod7JEohIHZaiX,IMPS/pay_Pod7JEohIHZaiX/VASAINC,CREDIT
S00286,2026-07-25,2903.47,pay_t8AXcHyZWRQmv2,RAZORPAY SETTLEMENT/pay_t8AXcHyZWRQmv2/RAMESHGROUP,CREDIT
S00293,2026-07-25,631.84,pay_S3vY6FyWystx4C,IMPS/pay_S3vY6FyWystx4C/KRISHNAMURTHY-VIG,CREDIT
S00318,2026-07-25,450.67,pay_1TWWg123PCzT4N,NEFT-HDFC-pay_1TWWg123PCzT4N-ROYPLC,CREDIT
S00028,2026-07-26,-14986.04,pay_Tl15pPqhVYvw89,"REVERSAL/pay_Tl15pPqhVYvw89/KALITA,CHAUDHURI/REFUND",DEBIT
S00229,2026-07-26,14881.28,pay_qxaV9A0vjH5AgE,UPI/pay_qxaV9A0vjH5AgE/BADAMI-BARAL/PAYMENT,CREDIT
S00307,2026-07-26,20068.73,pay_ZYbL15eJUmdeUx,MERCHANT CR pay_ZYbL15eJUmdeUx MITTALGROUP NEFT,CREDIT
S00315,2026-07-26,10725.24,pay_3G7FooKLYWV6HT,"MERCHANT CR pay_3G7FooKLYWV6HT DHAWAN,DUGALANDWAR NETBANKING",CREDIT
S00346,2026-07-26,2376.05,pay_Bg00QnxrxXm8en,UPI/pay_Bg00QnxrxXm8en/DHILLONLLC/PAYMENT,CREDIT
S00034,2026-07-27,4735.02,pay_IPSBJqLbiZ6oDY,MERCHANT CR pay_IPSBJqLbiZ6oDY TIWARIGROUP NETBANKING,CREDIT
S00070,2026-07-27,19710.24,pay_7Pi8uwSbvITH3A,"NEFT-HDFC-pay_7Pi8uwSbvITH3A-CHOKSHI,KONDAANDKA",CREDIT
S00093,2026-07-27,3792.85,pay_248NzEzlaebzZc,IMPS/pay_248NzEzlaebzZc/GILLLLC,CREDIT
S00122,2026-07-27,8570.06,pay_f3Yc6vB2U3vQnb,"RAZORPAY SETTLEMENT/pay_f3Yc6vB2U3vQnb/SUNDER,REGEANDTRIP",CREDIT
S00175,2026-07-27,25773.78,pay_ZVQXJGPdLdt4EG,NEFT-SBIN-pay_ZVQXJGPdLdt4EG-DHAWANLLC,CREDIT
S00195,2026-07-27,5240.72,pay_sTjiSzTmIHZ9Aq,"RAZORPAY SETTLEMENT/pay_sTjiSzTmIHZ9Aq/CHOPRA,MANIANDBATH",CREDIT
S00243,2026-07-27,4396.97,pay_ngRJ1xFMNZcYGh,"RAZORPAY SETTLEMENT/pay_ngRJ1xFMNZcYGh/PADMANABHAN,PANTAN",CREDIT
S00273,2026-07-27,11837.27,pay_JakQuH2Rmu2nIG,RAZORPAY SETTLEMENT/pay_JakQuH2Rmu2nIG/TATA-SINGH,CREDIT
S00283,2026-07-27,6093.62,pay_6yKELPvLt3WTUN,"UPI/pay_6yKELPvLt3WTUN/BALAY,KRISHNANANDB/PAYMENT",CREDIT
S00344,2026-07-27,2242.92,pay_2G9OgoOCOexouX,"UPI/pay_2G9OgoOCOexouX/PATHAK,SRIDHARANDS/PAYMENT",CREDIT
S00366,2026-07-27,2916.59,pay_3CDNiIRNvjrAxb,UPI/pay_3CDNiIRNvjrAxb/BHAT-RAO/PAYMENT,CREDIT
S00368,2026-07-27,8169.45,pay_6uMeXilsiN1RMz,NEFT-YESB-pay_6uMeXilsiN1RMz-KALITALLC,CREDIT
S00376,2026-07-27,25789.51,pay_dzI4n9ZQW7A2Pr,UPI/pay_dzI4n9ZQW7A2Pr/IYENGAR-OM/PAYMENT,CREDIT
S00033,2026-07-28,9675.81,pay_PYbolZtenA1h56,UPI/pay_PYbolZtenA1h56/SAMIPLC/PAYMENT,CREDIT
S00039,2026-07-28,3395.88,pay_0YLY77k4O1aLaf,RAZORPAY SETTLEMENT/pay_0YLY77k4O1aLaf/BAWAPLC,CREDIT
S00199,2026-07-28,4695.08,pay_GumexihPk4TJFj,NEFT-HDFC-pay_GumexihPk4TJFj-NADIG-KARA,CREDIT
S00215,2026-07-28,6858.07,pay_ke7JPFOotXyllY,"MERCHANT CR pay_ke7JPFOotXyllY NANDA,SWAMINATHANA CARD",CREDIT
S00295,2026-07-28,19249.23,pay_9pEjLwiGORhXjE,NEFT-AXIS-pay_9pEjLwiGORhXjE-RANA-PRABHAKAR,CREDIT
S00349,2026-07-28,2091.1,pay_wi4wAhGOfCcbF7,"NEFT-HDFC-pay_wi4wAhGOfCcbF7-SURESH,DUGALANDANA",CREDIT
S00029,2026-07-29,2956.51,pay_sfnDY81h4BGg4W,UPI/pay_sfnDY81h4BGg4W/BAJWALTD/PAYMENT,CREDIT
S00059,2026-07-29,2393.75,pay_bDP3Xp0fYnijIe,"UPI/pay_bDP3Xp0fYnijIe/TANK,BARMANANDNARU/PAYMENT",CREDIT
S00143,2026-07-29,4887.85,pay_qTgiZZomNHHrXU,RAZORPAY SETTLEMENT/pay_qTgiZZomNHHrXU/THAKUR-BRAR,CREDIT
S00193,2026-07-29,29472.37,setl_jqdgVPOcmf1zid,RAZORPAY SETTLEMENT setl_jqdgVPOcmf1zid BATCH OF 3 JOHAL-NAGAR,CREDIT
S00198,2026-07-29,22862.07,,RAZORPAY SETTLEMENT/pay_JkJmv1H07z7M0i/BHARGAVA-TANK,CREDIT
S00226,2026-07-29,2138.58,pay_gY2IGPTETP3MBK,MERCHANT CR pay_gY2IGPTETP3MBK GOLEINC NEFT,CREDIT
S00244,2026-07-29,3269.82,int_UOwrfJEvdJbnZf,INTEREST CREDIT QTR ENDING 2026-07-29,CREDIT
S00262,2026-07-29,12754.81,pay_RBej6qDovRAx0f,UPI/pay_RBej6qDovRAx0f/GHOSHLTD/PAYMENT,CREDIT
S00263,2026-07-29,2606.56,pay_ZDW2yTyw71y0zv,RAZORPAY SETTLEMENT/pay_ZDW2yTyw71y0zv/BASSI-KOTHARI,CREDIT
S00275,2026-07-29,12448.32,pay_7G0CsS0k9GZRsR,"RAZORPAY SETTLEMENT/pay_7G0CsS0k9GZRsR/BAL,CHAWLAANDVALA",CREDIT
S00300,2026-07-29,2199.79,int_WCoIGlAgr0HSaq,INTEREST CREDIT QTR ENDING 2026-07-29,CREDIT
S00011,2026-07-30,10898.27,,"MERCHANT CR pay_s03YVbAisMXB3S KAUR,SEHGALANDBHAT CARD",CREDIT
S00097,2026-07-30,5296.18,pay_AOoTyNl0Pd5AXt,UPI/pay_AOoTyNl0Pd5AXt/SIDHUANDSONS/PAYMENT,CREDIT
S00230,2026-07-30,467.89,pay_tOjtWPOnxOySnS,RAZORPAY SETTLEMENT/pay_tOjtWPOnxOySnS/REDDYLLC,CREDIT
S00345,2026-07-30,1083.7,pay_T3LTPiJH9FIgsd,IMPS/pay_T3LTPiJH9FIgsd/SACHDEVPLC,CREDIT
S00415,2026-07-30,25245.41,setl_9Psl4epQsDMUby,RAZORPAY PAYOUT setl_9Psl4epQsDMUby PART 1 OF 2 ANNE-PATHAK,DEBIT
S00025,2026-07-31,3037.36,pay_HNEjae7BiTUKag,"NEFT-KKBK-pay_HNEjae7BiTUKag-KALITA,WADHWAANDRA",CREDIT
S00073,2026-07-31,4659.11,pay_jcweicxBMPQ7Lv,IMPS/pay_jcweicxBMPQ7Lv/DHILLON-WALLA,CREDIT
S00082,2026-07-31,4148.22,pay_9qPZfc90M78ZNj,"UPI/pay_9qPZfc90M78ZNj/SEKHON,BAJAJANDNOR/PAYMENT",CREDIT
S00107,2026-07-31,7562.72,pay_UCKoQvdq,"UPI/pay_UCKoQvdq/MURTHY,CHARANDKARA/PAYMENT",CREDIT
S00108,2026-07-31,7564.72,pay_UCKoQvdq,"UPI/pay_UCKoQvdq/MURTHY,CHARANDKARA/PAYMENT",CREDIT
S00182,2026-07-31,16393.09,pay_PiBZhqhkqldU01,"UPI/pay_PiBZhqhkqldU01/SHETH,BADAMIANDMAD/PAYMENT",CREDIT
S00208,2026-07-31,18656.54,,"RAZORPAY SETTLEMENT/pay_FfAlhTnUrfwtTi/ARORA,SRIDHARANDAG",CREDIT
S00274,2026-07-31,6151.41,pay_7XgOFgMpdvTcf3,"RAZORPAY SETTLEMENT/pay_7XgOFgMpdvTcf3/SURESH,BAWAANDRAJA",CREDIT
S00325,2026-07-31,2372.04,pay_1XnXzVROGyZ9Vn,"UPI/pay_1XnXzVROGyZ9Vn/BHALLA,SHANANDHEGD/PAYMENT",CREDIT
S00399,2026-07-31,3353.03,pay_1XnbldSkXSrNLY,IMPS/pay_1XnbldSkXSrNLY/CHANA-DUTT,CREDIT
S00407,2026-07-31,1035.75,pay_fKI7t7ItbEmwXl,"RAZORPAY SETTLEMENT/pay_fKI7t7ItbEmwXl/SUNDARAM,SANKARAND",CREDIT
S00408,2026-07-31,25546.27,pay_mbXzo7mEYvNivQ,NEFT-HDFC-pay_mbXzo7mEYvNivQ-DHALIWAL-VENKATARA,CREDIT
S00416,2026-07-31,16843.56,setl_aLhNZdwNNHtz3h,RAZORPAY PAYOUT setl_aLhNZdwNNHtz3h PART 2 OF 2 ANNE-PATHAK,DEBIT
S00008,2026-08-01,8021.39,pay_J1n7EwpfLrx0C0,MERCHANT CR pay_J1n7EwpfLrx0C0 TIWARIANDSONS NEFT,CREDIT
S00016,2026-08-01,3477.17,pay_6swOuNVnpSjzkd,"MERCHANT CR pay_6swOuNVnpSjzkd SUNDARAM,LOYALANDS NEFT",CREDIT
S00053,2026-08-01,355.43,pay_2Jha1vba6BMS4X,IMPS/pay_2Jha1vba6BMS4X/CHAUDHURI-CHOUDHRY,CREDIT
S00103,2026-08-01,72821.52,qpMM43RKr,"UPI/qpMM43RKr/PARMAR,KALEANDPAU/PAYMENT",CREDIT
S00104,2026-08-01,3296.21,pay_4rsFfRttNSZaFk,MERCHANT CR pay_4rsFfRttNSZaFk AGRAWAL-LAL IMPS,CREDIT
S00148,2026-08-01,9975.49,pay_jzENmNklZUDPm1,"IMPS/pay_jzENmNklZUDPm1/PANDYA,SACHDEVANDE",CREDIT
S00172,2026-08-01,2027.13,pay_lGo8JUpTKW26PR,NEFT-SBIN-pay_lGo8JUpTKW26PR-VERMA-NARAYANAN,CREDIT
S00232,2026-08-01,4315.27,pay_pksu8KaGetUwge,IMPS/pay_pksu8KaGetUwge/MUNIPLC,CREDIT
S00301,2026-08-01,31500.38,pay_b41KzxMsTNKfva,UPI/pay_b41KzxMsTNKfva/SAMIGROUP/PAYMENT,CREDIT
S00334,2026-08-01,65299.52,pay_igMejuRHDrRVhS,NEFT-AXIS-pay_igMejuRHDrRVhS-RAJAN-GILL,CREDIT
S00338,2026-08-01,9917.96,pay_iuAMFVwUM9AaFb,IMPS/pay_iuAMFVwUM9AaFb/MUKHOPADHYAYANDSON,CREDIT
S00381,2026-08-01,7663.28,pay_HFwQWHZNB1bzqY,IMPS/pay_HFwQWHZNB1bzqY/LALLAPLC,CREDIT
S00390,2026-08-01,2253.14,pay_wQ2KvMuNrNUA3h,NEFT-KKBK-pay_wQ2KvMuNrNUA3h-GOLEGROUP,CREDIT
S00004,2026-08-02,8037.43,pay_TiZa9xRtpTX9he,RAZORPAY SETTLEMENT/pay_TiZa9xRtpTX9he/GOYAL-VARMA,CREDIT
S00050,2026-08-02,526.64,pay_y6QfWA1q3a3KJN,MERCHANT CR pay_y6QfWA1q3a3KJN IYENGAR-GARDE WALLET,CREDIT
S00078,2026-08-02,1527.25,pay_2KGsO05TCaFjpN,MERCHANT CR pay_2KGsO05TCaFjpN LOYAL-JAYARAMAN NETBANKING,CREDIT
S00098,2026-08-02,-5296.18,pay_AOoTyNl0Pd5AXt,REVERSAL/pay_AOoTyNl0Pd5AXt/SIDHUANDSONS/REFUND,DEBIT
S00115,2026-08-02,1862.68,pay_kSu3bx04GjCzwN,"UPI/pay_kSu3bx04GjCzwN/SAMRA,KAURANDSETTY/PAYMENT",CREDIT
S00128,2026-08-02,2173.46,pay_Xv4syT3GoSqobn,RAZORPAY SETTLEMENT/pay_Xv4syT3GoSqobn/CHAUDHARILTD,CREDIT
S00145,2026-08-02,1208.81,pay_hibPvFXjKwFakS,UPI/pay_hibPvFXjKwFakS/PADMANABHANLLC/PAYMENT,CREDIT
S00207,2026-08-02,11600.05,pay_JebtnYqE8HLS4U,RAZORPAY SETTLEMENT/pay_JebtnYqE8HLS4U/CHAUDHARI-BASAK,CREDIT
S00236,2026-08-02,12826.6,pay_ZxE7aCwyJdZm6U,"UPI/pay_ZxE7aCwyJdZm6U/BAIL,WASONANDSACHD/PAYMENT",CREDIT
S00313,2026-08-02,2567.31,pay_2qaZefHtwkUr1L,IMPS/pay_2qaZefHtwkUr1L/KIBE-DASGUPTA,CREDIT
S00326,2026-08-02,4583.06,pay_ZRebPf8OGhZ54w,UPI/pay_ZRebPf8OGhZ54w/SETHI-RAMAN/PAYMENT,CREDIT
S00123,2026-08-03,1211.96,pay_yUo0eJWE,UPI/pay_yUo0eJWE/BHARGAVA-PAREKH/PAYMENT,CREDIT
S00124,2026-08-03,1209.96,pay_yUo0eJWE,UPI/pay_yUo0eJWE/BHARGAVA-PAREKH/PAYMENT,CREDIT
S00211,2026-08-03,814.2,pay_lth0yV9RaLpp6t,NEFT-HDFC-pay_lth0yV9RaLpp6t-SUNDARAM-ANNE,CREDIT
S00336,2026-08-03,2280.06,pay_DUWG9VucEg3eu0,MERCHANT CR pay_DUWG9VucEg3eu0 SACHARGROUP NEFT,CREDIT
S00359,2026-08-03,21206.01,pay_LDkTWA1vIWXUQC,NEFT-HDFC-pay_LDkTWA1vIWXUQC-BANIKINC,CREDIT
S00084,2026-08-04,16567.95,pay_xTyMJYF0ODvMmk,MERCHANT CR pay_xTyMJYF0ODvMmk PILLAYGROUP WALLET,CREDIT
S00085,2026-08-04,9721.31,pay_LFfRe7NhQYB1DQ,MERCHANT CR pay_LFfRe7NhQYB1DQ BERA-MUTTI NETBANKING,CREDIT
S00164,2026-08-04,23176.9,pay_Ju9asbbaljXSns,UPI/pay_Ju9asbbaljXSns/KANDA-DADA/PAYMENT,CREDIT
S00264,2026-08-04,987.2,pay_yWh1MwVz,UPI/pay_yWh1MwVz/NAYAR-PILLAY/PAYMENT,CREDIT
S00265,2026-08-04,985.7,pay_yWh1MwVz,UPI/pay_yWh1MwVz/NAYAR-PILLAY/PAYMENT,CREDIT
S00272,2026-08-04,2783.76,pay_PLON676RRMTmAi,"RAZORPAY SETTLEMENT/pay_PLON676RRMTmAi/NARASIMHAN,LADANDS",CREDIT
S00312,2026-08-04,5653.91,pay_rYwtpw2nxJSxD0,MERCHANT CR pay_rYwtpw2nxJSxD0 BAWA-RAJAGOPAL WALLET,CREDIT
S00355,2026-08-04,12590.85,setl_MpmD1S4GohJ6RX,RAZORPAY SETTLEMENT setl_MpmD1S4GohJ6RX BATCH OF 3 PALL-GARA,CREDIT
S00409,2026-08-04,3735.79,pay_eeJCFPiy4Uputf,NEFT-ICIC-pay_eeJCFPiy4Uputf-SANDAL-SAINI,CREDIT
S00020,2026-08-05,6445.53,setl_MmLEwvfE48X25F,RAZORPAY SETTLEMENT setl_MmLEwvfE48X25F BATCH OF 2 PUROHITGROUP,CREDIT
S00057,2026-08-05,1127.26,,RAZORPAY SETTLEMENT/pay_4g1fSFX3oF1omY/SANDAL-GOUR,CREDIT
S00092,2026-08-05,2293.75,pay_0lqBLWDxdY1ybR,"UPI/pay_0lqBLWDxdY1ybR/DATTA,DYALANDCHAND/PAYMENT",CREDIT
S00139,2026-08-05,684.42,pay_fV53roBF,UPI/pay_fV53roBF/BIR-KOTHARI/PAYMENT,CREDIT
S00140,2026-08-05,686.42,pay_fV53roBF,UPI/pay_fV53roBF/BIR-KOTHARI/PAYMENT,CREDIT
S00142,2026-08-05,7498.13,pay_odWm7SMp6AjsRy,IMPS/pay_odWm7SMp6AjsRy/LAL-VYAS,CREDIT
S00149,2026-08-05,3365.04,pay_JG2msjdUKDOC6k,UPI/pay_JG2msjdUKDOC6k/BAJAJ-CHAUDHRY/PAYMENT,CREDIT
S00252,2026-08-05,7547.13,pay_9FLPCsnfOoWmNn,UPI/pay_9FLPCsnfOoWmNn/ATWALANDSONS/PAYMENT,CREDIT
S00257,2026-08-05,20498.18,pay_doCkjqnvdNbETV,RAZORPAY SETTLEMENT/pay_doCkjqnvdNbETV/YADAVLLC,CREDIT
S00258,2026-08-05,22643.4,pay_pEVkTur9x8401r,RAZORPAY SETTLEMENT/pay_pEVkTur9x8401r/DUGAR-ROY,CREDIT
S00259,2026-08-05,6037.47,pay_IbvQ2icTvEZ9BJ,"NEFT-AXIS-pay_IbvQ2icTvEZ9BJ-KARI,CHAUDHRYANDDO",CREDIT
S00268,2026-08-05,14087.56,setl_LdCodSV2JlDwJt,RAZORPAY PAYOUT setl_LdCodSV2JlDwJt PART 1 OF 2 SINHA-MORAR,DEBIT
S00321,2026-08-05,2050.49,pay_jyTJICuFEOoAYi,NEFT-AXIS-pay_jyTJICuFEOoAYi-MODILTD,CREDIT
S00371,2026-08-05,15579.62,pay_3P5kElJUaJqjaA,IMPS/pay_3P5kElJUaJqjaA/SETH-SHETTY,CREDIT
S00392,2026-08-05,1215.21,pay_CMEeqnmnT9wj9U,RAZORPAY SETTLEMENT/pay_CMEeqnmnT9wj9U/SEN-TIWARI,CREDIT
S00040,2026-08-06,8937.77,pay_eErG8mvmuncBNG,UPI/pay_eErG8mvmuncBNG/DAYAL-JOHAL/PAYMENT,CREDIT
S00065,2026-08-06,474.66,pay_rYXi9XJO2B0w1X,IMPS/pay_rYXi9XJO2B0w1X/MAJUMDARLTD,CREDIT
S00147,2026-08-06,777.97,pay_TqJb5OC3Gc1ckR,RAZORPAY SETTLEMENT/pay_TqJb5OC3Gc1ckR/PARSAANDSONS,CREDIT
S00165,2026-08-06,3082.63,int_v9839dVGwCBNiE,INTEREST CREDIT QTR ENDING 2026-08-06,CREDIT
S00183,2026-08-06,-16393.09,pay_PiBZhqhkqldU01,"REVERSAL/pay_PiBZhqhkqldU01/SHETH,BADAMIANDM/REFUND",DEBIT
S00194,2026-08-06,2155.69,pay_IdEdEffVpkFqjX,RAZORPAY SETTLEMENT/pay_IdEdEffVpkFqjX/REGE-SEKHON,CREDIT
S00248,2026-08-06,2958.11,pay_A8MOCqK2db3lhY,"IMPS/pay_A8MOCqK2db3lhY/THAKKAR,RAJAGOPALA",CREDIT
S00269,2026-08-06,18400.12,setl_QfEKGW7HHQG0TF,RAZORPAY PAYOUT setl_QfEKGW7HHQG0TF PART 2 OF 2 SINHA-MORAR,DEBIT
S00379,2026-08-06,9908.08,pay_nvVtX2yHzqpPH5,"NEFT-ICIC-pay_nvVtX2yHzqpPH5-GABA,MANGATANDKAR",CREDIT
S00009,2026-08-07,17310.21,pay_H3p9zB9c2itVRH,IMPS/pay_H3p9zB9c2itVRH/NAYARINC,CREDIT
S00052,2026-08-07,8788.87,pay_p4HVW7QbdBnzMd,MERCHANT CR pay_p4HVW7QbdBnzMd RAU-DESHMUKH WALLET,CREDIT
S00100,2026-08-07,907.34,pay_u0He3ceiJL4Bny,MERCHANT CR pay_u0He3ceiJL4Bny BHATT-VOHRA NETBANKING,CREDIT
S00169,2026-08-07,32552.11,pay_5317LpX2W1ycQa,RAZORPAY SETTLEMENT/pay_5317LpX2W1ycQa/HALDERLLC,CREDIT
S00309,2026-08-07,5084.43,pay_mRxgDjsTA8HneG,UPI/pay_mRxgDjsTA8HneG/BAINS-DHAR/PAYMENT,CREDIT
S00055,2026-08-08,5710.77,pay_65cWhB3C,UPI/pay_65cWhB3C/BHASIN-MOHANTY/PAYMENT,CREDIT
S00056,2026-08-08,5712.27,pay_65cWhB3C,UPI/pay_65cWhB3C/BHASIN-MOHANTY/PAYMENT,CREDIT
S00061,2026-08-08,15164.79,pay_8g9h7o5QL0G4oN,RAZORPAY SETTLEMENT/pay_8g9h7o5QL0G4oN/DHARLLC,CREDIT
S00239,2026-08-08,3091.46,pay_tdrO44SJ8X80lp,MERCHANT CR pay_tdrO44SJ8X80lp LUTHRA-GARA NETBANKING,CREDIT
S00250,2026-08-08,13878.58,pay_XvRbQdgY3GRmPT,"MERCHANT CR pay_XvRbQdgY3GRmPT HANS,BHARDWAJANDGO UPI",CREDIT
S00261,2026-08-08,2239.31,pay_1IZwk3MeDrQtyB,"UPI/pay_1IZwk3MeDrQtyB/DUTTA,NADIGANDHAND/PAYMENT",CREDIT
S00276,2026-08-08,3522.33,pay_VEetVM1lcMEtAF,NEFT-ICIC-pay_VEetVM1lcMEtAF-PARSA-DORA,CREDIT
S00369,2026-08-08,11146.06,pay_DiLlP2mwkW6VKz,RAZORPAY SETTLEMENT/pay_DiLlP2mwkW6VKz/CHOWDHURY-KALE,CREDIT
