stmt_id,date,amount,reference_number,narration,type
S00227,2026-07-19,28652.96,pay_xyezFbF7VvGDMn,"MERCHANT CR pay_xyezFbF7VvGDMn MUKHOPADHYAY,KADAK NETBANKING",CREDIT
S00311,2026-07-19,23601.48,pay_vvChQGX2l5jcOo,RAZORPAY SETTLEMENT/pay_vvChQGX2l5jcOo/SARKARANDSONS,CREDIT
S00396,2026-07-19,4332.29,pay_oZbL3gwRW6mzSW,RAZORPAY SETTLEMENT/pay_oZbL3gwRW6mzSW/WARRIOR-TAILOR,CREDIT
S00041,2026-07-20,38067.71,pay_8Lr4FrEgUmcvPG,"MERCHANT CR pay_8Lr4FrEgUmcvPG SOOD,CHOKSHIANDLAD UPI",CREDIT
S00069,2026-07-20,3539.89,pay_5UiPvReI2R1rwZ,RAZORPAY SETTLEMENT/pay_5UiPvReI2R1rwZ/DHAWANPLC,CREDIT
S00092,2026-07-20,22928.76,pay_eKC9PldVcS5tVm,IMPS/pay_eKC9PldVcS5tVm/AGATELLC,CREDIT
S00104,2026-07-20,20517.16,pay_Dh37eXtGbQbZYP,MERCHANT CR pay_Dh37eXtGbQbZYP TRIPATHILTD WALLET,CREDIT
S00110,2026-07-20,4612.55,pay_8lgJ1gtiHYqSiQ,RAZORPAY SETTLEMENT/pay_8lgJ1gtiHYqSiQ/VALA-MENON,CREDIT
S00201,2026-07-20,992.24,pay_Nc7TCEmdZ0h9zf,MERCHANT CR pay_Nc7TCEmdZ0h9zf DEWANGROUP UPI,CREDIT
S00274,2026-07-20,4941.18,pay_GHDygW4CVxOWFP,UPI/pay_GHDygW4CVxOWFP/NANDA-BARMAN/PAYMENT,CREDIT
S00352,2026-07-20,6957.73,pay_lTBQvE30XYuIlp,UPI/pay_lTBQvE30XYuIlp/SAHNI-BAIL/PAYMENT,CREDIT
S00029,2026-07-21,8127.12,pay_hYCi3sAeOrb9nQ,"IMPS/pay_hYCi3sAeOrb9nQ/GARA,NARULAANDWAGL",CREDIT
S00065,2026-07-21,2672.68,pay_Yy3jSNADnl4JqC,RAZORPAY SETTLEMENT/pay_Yy3jSNADnl4JqC/MITAL-VENKATARAMAN,CREDIT
S00103,2026-07-21,5372.43,pay_74tN4hJAHdSuaE,UPI/pay_74tN4hJAHdSuaE/HANSINC/PAYMENT,CREDIT
S00113,2026-07-21,14172.65,pay_cBCecb8UqeZIhE,"NEFT-YESB-pay_cBCecb8UqeZIhE-SIBAL,KALAANDYADAV",CREDIT
S00173,2026-07-21,8222.07,pay_sW4gKK9NIQ0VsR,IMPS/pay_sW4gKK9NIQ0VsR/TELLAANDSONS,CREDIT
S00213,2026-07-21,5266.18,pay_QuNRMDSDOCJDzh,MERCHANT CR pay_QuNRMDSDOCJDzh CHAWLAPLC WALLET,CREDIT
S00232,2026-07-21,3650.92,pay_ZUvUAMV1hi5saA,"RAZORPAY SETTLEMENT/pay_ZUvUAMV1hi5saA/SINHA,SETHIANDKUMA",CREDIT
S00248,2026-07-21,1558.07,pay_P8SpNBjIWovoGI,"NEFT-AXIS-pay_P8SpNBjIWovoGI-DUBEY,JHAANDNARAYA",CREDIT
S00293,2026-07-21,69909.81,pay_fBZQ10j1Ht74jQ,NEFT-YESB-pay_fBZQ10j1Ht74jQ-DEY-PRABHAKAR,CREDIT
S00322,2026-07-21,5940.87,pay_meK2a3u0J9CgSG,"NEFT-YESB-pay_meK2a3u0J9CgSG-BALASUBRAMANIAN,BO",CREDIT
S00015,2026-07-22,2333.03,pay_VHRi4YwfAw6fpa,IMPS/pay_VHRi4YwfAw6fpa/KALLALLC,CREDIT
S00049,2026-07-22,1075.22,pay_7lbdUcWU5uJSsS,MERCHANT CR pay_7lbdUcWU5uJSsS MISRAANDSONS WALLET,CREDIT
S00252,2026-07-22,1869.73,pay_OY7bga8FQcBb6m,"IMPS/pay_OY7bga8FQcBb6m/SHETH,BHALLAANDBAL",CREDIT
S00345,2026-07-22,1478.88,pay_AtHsP8XHmXEksv,NEFT-HDFC-pay_AtHsP8XHmXEksv-MUNSHI-KHANNA,CREDIT
S00365,2026-07-22,2091.29,pay_BsinUdrdJeqvut,MERCHANT CR pay_BsinUdrdJeqvut DASGUPTA-KHANNA WALLET,CREDIT
S00147,2026-07-23,5181.23,pay_RXaSBu4KdfWd2,"UPI/pay_RXaSBu4KdfWd2/TOOR,DAVEANDSUR/PAYMENT",CREDIT
S00151,2026-07-23,2043.91,pay_3GhtLfCw1GBBvP,"UPI/pay_3GhtLfCw1GBBvP/RAU,RATTANANDSHAN/PAYMENT",CREDIT
S00168,2026-07-23,20714.99,pay_4W7GbuzG7G3S5i,"RAZORPAY SETTLEMENT/pay_4W7GbuzG7G3S5i/BHARDWAJ,CHOUDHRYA",CREDIT
S00288,2026-07-23,14592.35,pay_SAVdwmhHKYjW8t,MERCHANT CR pay_SAVdwmhHKYjW8t SANIANDSONS CARD,CREDIT
S00291,2026-07-23,1220.87,pay_tmhT2A2Yiv1CJR,"IMPS/pay_tmhT2A2Yiv1CJR/BABU,MORARANDKIBE",CREDIT
S00306,2026-07-23,1263.36,pay_shnQ8RZWmNnaWg,"RAZORPAY SETTLEMENT/pay_shnQ8RZWmNnaWg/PATHAK,KARANDSURES",CREDIT
S00314,2026-07-23,28716.86,pay_oXBMTRWZYl2Lij,NEFT-HDFC-pay_oXBMTRWZYl2Lij-MITRA-RATTA,CREDIT
S00383,2026-07-23,9589.19,pay_nupfOgoCFkgQ14,IMPS/pay_nupfOgoCFkgQ14/RANA-DAR,CREDIT
S00406,2026-07-23,6642.46,pay_TnkFg3IMsCQU3i,"RAZORPAY SETTLEMENT/pay_TnkFg3IMsCQU3i/BARAL,SANKARANDSET",CREDIT
S00009,2026-07-24,15002.96,setl_6PbGkgqvaTKMXc,"RAZORPAY PAYOUT setl_6PbGkgqvaTKMXc PART 1 OF 2 BATRA,GANGULYA",DEBIT
S00115,2026-07-24,44915.51,pay_e6LNevAbQfrY3u,MERCHANT CR pay_e6LNevAbQfrY3u WALIAINC IMPS,CREDIT
S00117,2026-07-24,42333.68,pay_i2qrvqFNpOQD8I,"RAZORPAY SETTLEMENT/pay_i2qrvqFNpOQD8I/SAMPATH,CHARANDIYE",CREDIT
S00179,2026-07-24,4204.75,pay_qCiMtlRAfpkR7N,"IMPS/pay_qCiMtlRAfpkR7N/JAIN,ANNEANDMITTAL",CREDIT
S00254,2026-07-24,4688.09,pay_GA5c2pmQYSwBGY,"NEFT-KKBK-pay_GA5c2pmQYSwBGY-RAJAGOPALAN,SURAND",CREDIT
S00292,2026-07-24,2845.55,pay_Ob084FgpgE3c1E,"IMPS/pay_Ob084FgpgE3c1E/RAJAGOPALAN,KRISHN",CREDIT
S00388,2026-07-24,3432.9,pay_FGsbd9K5RkK7vn,IMPS/pay_FGsbd9K5RkK7vn/SRIVASTAVAANDSONS,CREDIT
S00392,2026-07-24,13960.52,pay_tnVEytblmIqJIm,MERCHANT CR pay_tnVEytblmIqJIm NAYARLTD WALLET,CREDIT
S00395,2026-07-24,8174.74,pay_S53scrGbGGQZc3,MERCHANT CR pay_S53scrGbGGQZc3 SANKARAN-SOOD CARD,CREDIT
S00409,2026-07-24,251.57,pay_LHGvw1aka4yydy,"RAZORPAY SETTLEMENT/pay_LHGvw1aka4yydy/MANI,PALLAANDCOMAR",CREDIT
S00010,2026-07-25,12890.32,setl_GsnZ6tDXkYTdfk,"RAZORPAY PAYOUT setl_GsnZ6tDXkYTdfk PART 2 OF 2 BATRA,GANGULYA",DEBIT
S00011,2026-07-25,4115.86,pay_qTBzgTGSk6DHpF,MERCHANT CR pay_qTBzgTGSk6DHpF WASON-MANN WALLET,CREDIT
S00037,2026-07-25,4785.27,pay_dhNNZqZVSuEY9k,RAZORPAY SETTLEMENT/pay_dhNNZqZVSuEY9k/TATAANDSONS,CREDIT
S00038,2026-07-25,22871.3,pay_ZK63V8283afGvN,UPI/pay_ZK63V8283afGvN/CHOUDHURYANDSONS/PAYMENT,CREDIT
S00052,2026-07-25,18545.75,pay_mJEMs9F,MERCHANT CR pay_mJEMs9F BHATTIGROUP IMPS,CREDIT
S00057,2026-07-25,1654.52,pay_mNcnpSfg8681mp,UPI/pay_mNcnpSfg8681mp/KAUR-KULKARNI/PAYMENT,CREDIT
S00060,2026-07-25,5638.71,pay_k4ImbCRWIIiO7K,"IMPS/pay_k4ImbCRWIIiO7K/LUTHRA,KONDAANDRAM",CREDIT
S00140,2026-07-25,23988.88,pay_qTLnStb1XR43aO,UPI/pay_qTLnStb1XR43aO/KHURANAINC/PAYMENT,CREDIT
S00170,2026-07-25,3352.07,pay_6wISASi7Gelpn0,"MERCHANT CR pay_6wISASi7Gelpn0 WALI,SEKHONANDTHAK CARD",CREDIT
S00259,2026-07-25,3699.12,pay_6hiIICGSwzQ4sY,IMPS/pay_6hiIICGSwzQ4sY/SARMAGROUP,CREDIT
S00264,2026-07-25,5758.48,pay_4Mv2e2HHZdGH7T,RAZORPAY SETTLEMENT/pay_4Mv2e2HHZdGH7T/SINGHLLC,CREDIT
S00280,2026-07-25,15662.22,setl_Japt0bDy5Q0mOW,RAZORPAY SETTLEMENT setl_Japt0bDy5Q0mOW BATCH OF 2 DANIGROUP,CREDIT
S00287,2026-07-25,899.29,pay_USAk74o8ktmAtg,RAZORPAY SETTLEMENT/pay_USAk74o8ktmAtg/UPPALINC,CREDIT
S00308,2026-07-25,4750.02,pay_L81eCkzqxSNtcD,NEFT-SBIN-pay_L81eCkzqxSNtcD-KANNANANDSONS,CREDIT
S00335,2026-07-25,471.29,pay_Fo5SOU9eqLE6H7,"UPI/pay_Fo5SOU9eqLE6H7/PATLA,SWAMYANDNADI/PAYMENT",CREDIT
S00036,2026-07-26,3229.19,pay_NBWgLckryZb78l,MERCHANT CR pay_NBWgLckryZb78l SIBALGROUP NETBANKING,CREDIT
S00061,2026-07-26,16290.57,pay_3WkdpCbjF4IJEO,MERCHANT CR pay_3WkdpCbjF4IJEO NAZARETHINC WALLET,CREDIT
S00125,2026-07-26,7870.61,pay_TnyAJaWKVjGnRd,"IMPS/pay_TnyAJaWKVjGnRd/PINGLE,NAZARETHAND",CREDIT
S00149,2026-07-26,55064.93,pay_9MXpNH8V5kULmg,MERCHANT CR pay_9MXpNH8V5kULmg CHADHAINC IMPS,CREDIT
S00224,2026-07-26,3654.56,pay_DsrPCDvsgSUYe1,NEFT-KKBK-pay_DsrPCDvsgSUYe1-CHADPLC,CREDIT
S00275,2026-07-26,16691.24,pay_05NaMMsN1PhPOy,IMPS/pay_05NaMMsN1PhPOy/BEHL-BORA,CREDIT
S00320,2026-07-26,12164.55,pay_Frk73oREJxgHcC,"RAZORPAY SETTLEMENT/pay_Frk73oREJxgHcC/MITAL,NADKARNIANDB",CREDIT
S00324,2026-07-26,2357.8,pay_T2EUBky1whBOKj,UPI/pay_T2EUBky1whBOKj/SANTANDSONS/PAYMENT,CREDIT
S00339,2026-07-26,7604.89,pay_OIqP0Al2kpYnND,"NEFT-SBIN-pay_OIqP0Al2kpYnND-RAU,NARAYANANANDMA",CREDIT
S00375,2026-07-26,2019.68,pay_kaUg686W8Oh6O5,NEFT-SBIN-pay_kaUg686W8Oh6O5-KHANNALTD,CREDIT
S00385,2026-07-26,1760.28,pay_V75fow9nNc57ee,IMPS/pay_V75fow9nNc57ee/JAINANDSONS,CREDIT
S00043,2026-07-27,1264.18,pay_bM9ihJtn5VUBUw,"IMPS/pay_bM9ihJtn5VUBUw/SANI,DEEPANDDEO",CREDIT
S00067,2026-07-27,2638.17,pay_iwakfdf5yIZb1a,NEFT-KKBK-pay_iwakfdf5yIZb1a-LAL-DESAI,CREDIT
S00076,2026-07-27,5667.03,pay_yDdX9Q5PKHHcmY,"MERCHANT CR pay_yDdX9Q5PKHHcmY LATA,DESHPANDEANDR IMPS",CREDIT
S00155,2026-07-27,13656.24,pay_Kv5LaeXEmVgi3T,UPI/pay_Kv5LaeXEmVgi3T/RAMANATHAN-LOKE/PAYMENT,CREDIT
S00289,2026-07-27,-14592.35,pay_SAVdwmhHKYjW8t,REVERSAL/pay_SAVdwmhHKYjW8t/SANIANDSONS/REFUND,DEBIT
S00347,2026-07-27,44622.19,pay_8AKjzABH2sE4Dr,"RAZORPAY SETTLEMENT/pay_8AKjzABH2sE4Dr/PUROHIT,SHARMAANDR",CREDIT
S00372,2026-07-27,1621.29,pay_LZ73b2XpRz1u8i,MERCHANT CR pay_LZ73b2XpRz1u8i KADAKIA-GANGULY NETBANKING,CREDIT
S00397,2026-07-27,31026.56,pay_PqSCHhcQxClbny,"UPI/pay_PqSCHhcQxClbny/VALA,MANEANDWALLA/PAYMENT",CREDIT
S00408,2026-07-27,2408.6,pay_PA8ccwZzpknDBZ,MERCHANT CR pay_PA8ccwZzpknDBZ DIN-MEMON UPI,CREDIT
S00072,2026-07-28,532.99,pay_lvpbVKLKRZ3Zz9,NEFT-SBIN-pay_lvpbVKLKRZ3Zz9-RATTANANDSONS,CREDIT
S00100,2026-07-28,9133.87,pay_9nEyg2CSGRJdg0,IMPS/pay_9nEyg2CSGRJdg0/PATEL-SARMA,CREDIT
S00120,2026-07-28,3163.25,pay_18TDJlToIvvFdO,UPI/pay_18TDJlToIvvFdO/PRASHAD-CHOWDHURY/PAYMENT,CREDIT
S00209,2026-07-28,25224.9,pay_9vS953uUpzOLe5,"MERCHANT CR pay_9vS953uUpzOLe5 DAYAL,SUNDARAMANDS NETBANKING",CREDIT
S00332,2026-07-28,13552.96,pay_HLvZU2NaNhVHjm,RAZORPAY SETTLEMENT/pay_HLvZU2NaNhVHjm/THAKER-GOLA,CREDIT
S00386,2026-07-28,3070.87,pay_GUqV9bGZzMpeyi,IMPS/pay_GUqV9bGZzMpeyi/OOMMENINC,CREDIT
S00071,2026-07-29,24387.21,pay_iOXB2OEKIYqMuE,NEFT-SBIN-pay_iOXB2OEKIYqMuE-KONDALLC,CREDIT
S00139,2026-07-29,1828.56,pay_aI5v7EZmIaAR6J,RAZORPAY SETTLEMENT/pay_aI5v7EZmIaAR6J/MORAR-MANNAN,CREDIT
S00236,2026-07-29,2848.2,pay_eWE9HJtv3FwcXz,NEFT-SBIN-pay_eWE9HJtv3FwcXz-CHAD-DESHPANDE,CREDIT
S00325,2026-07-29,683.78,pay_sTnw0CZUlbCaYE,MERCHANT CR pay_sTnw0CZUlbCaYE RAIPLC CARD,CREDIT
S00012,2026-07-30,2376.61,pay_LWEgJ1Fgky8gfd,NEFT-ICIC-pay_LWEgJ1Fgky8gfd-NARAYANPLC,CREDIT
S00205,2026-07-30,46188.06,pay_vKadFmXPp7dAES,MERCHANT CR pay_vKadFmXPp7dAES BEDI-DARA UPI,CREDIT
S00219,2026-07-30,2856.45,pay_Rq3Wu23jwD7fsg,"RAZORPAY SETTLEMENT/pay_Rq3Wu23jwD7fsg/KHARE,GROVERANDDAS",CREDIT
S00296,2026-07-30,2195.81,pay_fbGpRKs7RzFmdh,MERCHANT CR pay_fbGpRKs7RzFmdh SETHI-MENON NEFT,CREDIT
S00333,2026-07-30,-13552.96,pay_HLvZU2NaNhVHjm,REVERSAL/pay_HLvZU2NaNhVHjm/THAKER-GOLA/REFUND,DEBIT
S00006,2026-07-31,3181.89,pay_9SJtPBCISKs5dT,"IMPS/pay_9SJtPBCISKs5dT/DASS,OZAANDCHAUHAN",CREDIT
S00022,2026-07-31,22376.8,pay_epdjcbrCiuGjGc,RAZORPAY SETTLEMENT/pay_epdjcbrCiuGjGc/BHAGAT-BANIK,CREDIT
S00025,2026-07-31,32802.32,pay_mhwu2w9hF9hUuG,IMPS/pay_mhwu2w9hF9hUuG/BANDILLC,CREDIT
S00030,2026-07-31,2344.95,pay_0dJfi1LWj,UPI/pay_0dJfi1LWj/MALHOTRAPLC/PAYMENT,CREDIT
S00046,2026-07-31,12514.43,pay_LIV5G9KRVIe1Ok,UPI/pay_LIV5G9KRVIe1Ok/HEGDE-MANI/PAYMENT,CREDIT
S00048,2026-07-31,2375.34,pay_wf1v5wgpSiipmA,"NEFT-ICIC-pay_wf1v5wgpSiipmA-LALLA,KAPURANDTANE",CREDIT
S00161,2026-07-31,4205.04,pay_lMOTFEdWaCdBu1,UPI/pay_lMOTFEdWaCdBu1/CHAUDHARY-RAMASWAM/PAYMENT,CREDIT
S00162,2026-07-31,17357.02,pay_NwEoxQZ5vqyMsq,"RAZORPAY SETTLEMENT/pay_NwEoxQZ5vqyMsq/BHASIN,PATLAANDPRA",CREDIT
S00204,2026-07-31,21131.38,pay_YMMfJZTSELvdwq,RAZORPAY SETTLEMENT/pay_YMMfJZTSELvdwq/SETH-CHEEMA,CREDIT
S00323,2026-07-31,3847.01,pay_s1YsXxggJ7ueIl,NEFT-KKBK-pay_s1YsXxggJ7ueIl-SALVI-NATT,CREDIT
S00334,2026-07-31,1706.98,pay_GN6Skdysx8YtVm,UPI/pay_GN6Skdysx8YtVm/RAVI-SANKARAN/PAYMENT,CREDIT
S00341,2026-07-31,3465.56,pay_cph6j0TjTw9mtF,RAZORPAY SETTLEMENT/pay_cph6j0TjTw9mtF/CHARGROUP,CREDIT
S00350,2026-07-31,3994.33,pay_cwJHze2tMTrUSb,"UPI/pay_cwJHze2tMTrUSb/NAZARETH,AURORAAND/PAYMENT",CREDIT
S00005,2026-08-01,12097.49,pay_ihGYvR3hzGBqHd,NEFT-HDFC-pay_ihGYvR3hzGBqHd-PURI-BASSI,CREDIT
S00141,2026-08-01,8190.15,pay_xVUag3DtEPzvy,UPI/pay_xVUag3DtEPzvy/DESHMUKHLLC/PAYMENT,CREDIT
S00210,2026-08-01,3059.24,pay_2rA12bwgVliibg,MERCHANT CR pay_2rA12bwgVliibg MADANPLC NETBANKING,CREDIT
S00225,2026-08-01,8868.99,pay_PNwuFDMf2zx2gj,NEFT-KKBK-pay_PNwuFDMf2zx2gj-SHA-BADAMI,CREDIT
S00263,2026-08-01,2591.19,pay_zMfU4rLybVUGXX,IMPS/pay_zMfU4rLybVUGXX/PALPLC,CREDIT
S00382,2026-08-01,2187.07,pay_dkntE3nVGtDSIy,NEFT-SBIN-pay_dkntE3nVGtDSIy-BORRAGROUP,CREDIT
S00393,2026-08-01,5657.05,pay_zL3d5ZYdlBNWVC,"RAZORPAY SETTLEMENT/pay_zL3d5ZYdlBNWVC/MASTER,BABUANDMITA",CREDIT
S00159,2026-08-02,306.25,pay_h1vtYbNEWPFiVH,"UPI/pay_h1vtYbNEWPFiVH/THAKKAR,SAHOTAANDM/PAYMENT",CREDIT
S00176,2026-08-02,761.34,pay_Nlk4ZrXZJ5Lv3N,MERCHANT CR pay_Nlk4ZrXZJ5Lv3N MANI-DEOL WALLET,CREDIT
S00178,2026-08-02,10016.79,pay_X44k7AGdqvuRC5,"UPI/pay_X44k7AGdqvuRC5/MANNAN,RANDHAWAAND/PAYMENT",CREDIT
S00249,2026-08-02,671.97,pay_oQpiql8zm0YbwT,IMPS/pay_oQpiql8zm0YbwT/CHERIAN-EDWIN,CREDIT
S00276,2026-08-02,5731.8,pay_QsEyZIgq9wQrKO,RAZORPAY SETTLEMENT/pay_QsEyZIgq9wQrKO/RANDHAWA-DUBEY,CREDIT
S00305,2026-08-02,1995.21,pay_UEGyuN0cJ3dLvf,NEFT-YESB-pay_UEGyuN0cJ3dLvf-SANGHAGROUP,CREDIT
S00026,2026-08-03,1167.45,pay_Nooa6ZIYNWDV10,"IMPS/pay_Nooa6ZIYNWDV10/KAUR,PRABHUANDDEO",CREDIT
S00152,2026-08-03,19262.24,pay_cuDXOmpt0DqXtB,UPI/pay_cuDXOmpt0DqXtB/CHOPRAANDSONS/PAYMENT,CREDIT
S00196,2026-08-03,10097.39,pay_jghRaBRDx821CE,"NEFT-AXIS-pay_jghRaBRDx821CE-YOGI,SAGARANDBANSA",CREDIT
S00265,2026-08-03,4266.62,pay_e0OCHTGCJ4409I,NEFT-AXIS-pay_e0OCHTGCJ4409I-SRIDHAR-ZACHARIAH,CREDIT
S00270,2026-08-03,1203.92,pay_VcInfzosx7iUj6,MERCHANT CR pay_VcInfzosx7iUj6 LALLAANDSONS NETBANKING,CREDIT
S00283,2026-08-03,16930.95,pay_fw3zJOjilFlQEV,UPI/pay_fw3zJOjilFlQEV/SAHA-SAMA/PAYMENT,CREDIT
S00294,2026-08-03,8373.52,pay_mf1S1we60clztM,IMPS/pay_mf1S1we60clztM/WALI-THAMAN,CREDIT
S00343,2026-08-03,7791.59,pay_Icq5lCl9fWsBzV,MERCHANT CR pay_Icq5lCl9fWsBzV NAYARGROUP NETBANKING,CREDIT
S00102,2026-08-04,4879.8,pay_lGJzOeXVkQBfQg,"RAZORPAY SETTLEMENT/pay_lGJzOeXVkQBfQg/SUR,NAZARETHANDKHA",CREDIT
S00285,2026-08-04,5391.58,pay_r9gsAb6eAQFbWx,"NEFT-YESB-pay_r9gsAb6eAQFbWx-BIR,RAVALANDROY",CREDIT
S00064,2026-08-05,746.96,pay_qNskICX6BCuVKR,NEFT-SBIN-pay_qNskICX6BCuVKR-AHLUWALIA-DUGAR,CREDIT
S00075,2026-08-05,7689.56,pay_7zBpkqrrEcd3Cw,MERCHANT CR pay_7zBpkqrrEcd3Cw BATHINC NETBANKING,CREDIT
S00121,2026-08-05,-3163.25,pay_18TDJlToIvvFdO,REVERSAL/pay_18TDJlToIvvFdO/PRASHAD-CHOWDHUR/REFUND,DEBIT
S00153,2026-08-05,-19262.24,pay_cuDXOmpt0DqXtB,REVERSAL/pay_cuDXOmpt0DqXtB/CHOPRAANDSONS/REFUND,DEBIT
S00158,2026-08-05,4147.38,pay_ywz6yMPPis6VZt,"NEFT-YESB-pay_ywz6yMPPis6VZt-KHALSA,SANKARANAND",CREDIT
S00171,2026-08-05,5421.98,pay_Qqp6esoAnUVth4,IMPS/pay_Qqp6esoAnUVth4/DATTA-LOYAL,CREDIT
S00233,2026-08-05,6506.17,pay_ELVSaWTLPjB4yd,RAZORPAY SETTLEMENT/pay_ELVSaWTLPjB4yd/DASSANDSONS,CREDIT
S00237,2026-08-05,27087.13,pay_ELS51qOfM3Eyk9,"NEFT-ICIC-pay_ELS51qOfM3Eyk9-VISWANATHAN,VARTYA",CREDIT
S00269,2026-08-05,3182.4,pay_9hel5SbsB04EeC,IMPS/pay_9hel5SbsB04EeC/BUCH-SINGH,CREDIT
S00059,2026-08-06,25890.55,setl_vEAgVhWx8LH6QX,"RAZORPAY SETTLEMENT setl_vEAgVhWx8LH6QX BATCH OF 4 PRABHAKAR,LOYA",CREDIT
S00087,2026-08-06,21210.07,pay_usT6h2hW2XSixe,UPI/pay_usT6h2hW2XSixe/AMBLE-KAUL/PAYMENT,CREDIT
S00107,2026-08-06,8246.18,pay_DFM8a08gGZgzc5,UPI/pay_DFM8a08gGZgzc5/KALE-BALAY/PAYMENT,CREDIT
S00144,2026-08-06,20479.13,pay_0OBrDF3HHJh5F9,MERCHANT CR pay_0OBrDF3HHJh5F9 NAIK-DORA WALLET,CREDIT
S00160,2026-08-06,1882.37,pay_4MesHvIPCqDvdX,RAZORPAY SETTLEMENT/pay_4MesHvIPCqDvdX/IYENGARLLC,CREDIT
S00188,2026-08-06,2083.12,pay_D2qvOybQI9EFqm,MERCHANT CR pay_D2qvOybQI9EFqm HARI-SHARMA NETBANKING,CREDIT
S00193,2026-08-06,16113.74,setl_5gQK7ZQVW8wONK,"RAZORPAY SETTLEMENT setl_5gQK7ZQVW8wONK BATCH OF 2 SHENOY,VIGANDK",CREDIT
S00228,2026-08-06,249.0,pay_1GqjC9vtfZMS0u,IMPS/pay_1GqjC9vtfZMS0u/PATHAK-THAMAN,CREDIT
S00302,2026-08-06,11585.6,pay_9hbxUANh3zcvpj,NEFT-HDFC-pay_9hbxUANh3zcvpj-CHADHA-BAHRI,CREDIT
S00326,2026-08-06,3885.05,pay_JSP5AxLRKBpjoK,"NEFT-YESB-pay_JSP5AxLRKBpjoK-MANE,GANESANANDTHA",CREDIT
S00358,2026-08-06,1986.65,pay_mnEBpiEOtLL4rY,"MERCHANT CR pay_mnEBpiEOtLL4rY PURI,GILLANDCHANDE NEFT",CREDIT
S00394,2026-08-06,1254.98,pay_G0t4fJItyEp4ck,NEFT-YESB-pay_G0t4fJItyEp4ck-BHAVSARANDSONS,CREDIT
S00034,2026-08-07,16969.77,setl_kLp135Gc4mpEKW,"RAZORPAY SETTLEMENT setl_kLp135Gc4mpEKW BATCH OF 4 SURI,ACHARYAAN",CREDIT
S00078,2026-08-07,9170.8,pay_igPXrouWUlmq0P,UPI/pay_igPXrouWUlmq0P/DEOINC/PAYMENT,CREDIT
S00094,2026-08-07,11978.73,pay_xbbp5ye4pyZYCC,IMPS/pay_xbbp5ye4pyZYCC/BADAMI-MITAL,CREDIT
S00128,2026-08-07,8741.93,pay_PuYwvDyfz2XMGx,"NEFT-AXIS-pay_PuYwvDyfz2XMGx-CHAWLA,SONIANDWALI",CREDIT
S00154,2026-08-07,3349.89,pay_tKJCuLadhRNZqB,MERCHANT CR pay_tKJCuLadhRNZqB RAO-TRIPATHI CARD,CREDIT
S00207,2026-08-07,2558.18,pay_JFGH6EucNm3QP4,"UPI/pay_JFGH6EucNm3QP4/RAU,BORDEANDRAVAL/PAYMENT",CREDIT
S00261,2026-08-07,931.64,pay_fLJQBePpHoblCG,IMPS/pay_fLJQBePpHoblCG/KOTHARI-SHROFF,CREDIT
S00344,2026-08-07,14416.35,pay_jpdbyO4yMkhxg4,UPI/pay_jpdbyO4yMkhxg4/CHHABRA-JOHAL/PAYMENT,CREDIT
S00371,2026-08-07,6624.84,pay_baIos5lvezdu5s,"RAZORPAY SETTLEMENT/pay_baIos5lvezdu5s/NIGAM,MUTTIANDBALA",CREDIT
S00042,2026-08-08,5848.13,pay_flZngYp4H1PTmO,NEFT-ICIC-pay_flZngYp4H1PTmO-MITTER-HANDA,CREDIT
S00044,2026-08-08,11691.51,pay_V0NtPq7rcLZYwW,"IMPS/pay_V0NtPq7rcLZYwW/DUGAR,SETHIANDBASS",CREDIT
S00108,2026-08-08,24120.85,setl_y5seOIRNRCaYu1,"RAZORPAY PAYOUT setl_y5seOIRNRCaYu1 PART 1 OF 2 SANKAR,KOTAAND",DEBIT
S00118,2026-08-08,10694.48,pay_yC0L9oaiaBVsJV,MERCHANT CR pay_yC0L9oaiaBVsJV CHOWDHURY-RAMACHAN IMPS,CREDIT
S00203,2026-08-08,10787.61,pay_YaETMjMufrMgEG,MERCHANT CR pay_YaETMjMufrMgEG DUBEANDSONS NEFT,CREDIT
S00218,2026-08-08,1466.19,QC2k4s0jfB3,IMPS/QC2k4s0jfB3/RAMESHLTD,CREDIT
S00220,2026-08-08,5213.88,pay_jESEhH2mMeErzu,NEFT-AXIS-pay_jESEhH2mMeErzu-DEEP-SAWHNEY,CREDIT
S00327,2026-08-08,10504.99,pay_JXDOzuAYpH48xR,"UPI/pay_JXDOzuAYpH48xR/RAMAKRISHNAN,SAHAA/PAYMENT",CREDIT
S00360,2026-08-08,740.15,pay_O7xuEruQ1YOEzF,"UPI/pay_O7xuEruQ1YOEzF/SASTRY,KHURANAANDC/PAYMENT",CREDIT
S00362,2026-08-08,5055.05,pay_eFSKWQDbLn4X34,"IMPS/pay_eFSKWQDbLn4X34/MORE,PANCHALANDWAL",CREDIT
S00381,2026-08-08,1643.19,pay_vd9JNCCqWOArxv,IMPS/pay_vd9JNCCqWOArxv/BEN-JAIN,CREDIT
S00099,2026-08-09,4113.8,pay_FKcyDn6Vt2Yohh,RAZORPAY SETTLEMENT/pay_FKcyDn6Vt2Yohh/SARMA-SHAN,CREDIT
S00109,2026-08-09,21930.24,setl_letSA7nfeBxjWj,"RAZORPAY PAYOUT setl_letSA7nfeBxjWj PART 2 OF 2 SANKAR,KOTAAND",DEBIT
